angDist,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,otype,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
0.121586,Gaia DR3 7253001467742464,44.5948004818,+6.4108373672,0.000,0.000,90,*,1,02 58 22.75212,+06 24 39.0145,A,2020yCat.1350....0G,Star,*,-17.026,2.462,-0.0000568,0.0000082,,,0.7241,0.0481,-3.387,-6.803,0.052,0.053,90,,,,,,,,,,,,,,,Gaia DR3 7253001467742464,44.59478533578,6.41080713250,0.000,0.000,51,1636148068921376768,7253001467742464,1489464078,0.0408,0.0387,0.7241,0.0481,15.0672,7.599,-3.387,0.052,-6.803,0.053,0.2426,0.4087,0.0781,0.0779,-0.1089,-0.0145,0.0484,0.2164,0.1734,0.3575,189,0,186,3,0.5376,1.9921e+02,0.108,1.0355e+00,31,0,1.540,,,,,,,,22,15,0.085268,24,6.083e-02,1.638e+02,0,0,1.027,0,202,8725.74042,4.35526e+00,2.00350e+03,15.835361,0.002808,23,4.52457e+03,2.25023e+01,2.01071e+02,16.199600,0.006078,23,6.04590e+03,1.80262e+01,3.35396e+02,15.294243,0.004976,1.211,0,1,0,2,0,0.905357,0.364239,0.541119,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999993,5878.7,5810.9,6014.8,4.4837,4.4531,4.5164,-1.1301,-1.2171,-0.9358,1300.2976,1219.7406,1386.2131,0.3404,0.2975,0.4201,0.2853,0.2491,0.3533,0.1557,0.1358,0.1926,PHOENIX,44.59480048183,6.41083736718,0.827032,0.851615,0.3562
0.090122,SDSS J025807.84+062435.6,44.5326928518,+6.4099383149,0.000,0.000,90,*,1,02 58 07.84628,+06 24 35.7779,A,2020yCat.1350....0G,Star,*|NIR|Opt,-35.500,1.900,-0.0001184,0.0000063,F9,,0.4866,0.1457,2.898,-4.830,0.131,0.144,90,,,,,,,16.373,15.567,15.711,19.892,18.170,17.494,17.220,17.092,Gaia DR3 7253512568243072,44.53270581484,6.40991684991,0.000,0.000,35,1636148068921376768,7253512568243072,916541125,0.1012,0.1066,0.4866,0.1457,3.3392,5.633,2.898,0.131,-4.830,0.144,0.1428,0.4089,0.0136,0.1494,-0.4280,-0.1800,-0.1971,0.3438,0.4318,0.4447,175,0,175,0,0.7084,1.9041e+02,0.093,1.2208e-01,31,0,1.484,,,,,,,,20,14,0.237696,23,9.057e-02,1.650e+02,0,0,1.037,0,201,1825.58467,2.10123e+00,8.68818e+02,17.533861,0.003025,20,8.54019e+02,9.37497e+00,9.10956e+01,18.009874,0.012241,19,1.36640e+03,9.60434e+00,1.42269e+02,16.908951,0.008516,1.216,0,1,0,0,0,1.100924,0.476013,0.624910,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999963,4848.1,4826.7,4975.3,4.6748,4.6255,4.7300,-0.6218,-0.8372,-0.3386,1515.0330,1392.6545,1731.8523,0.0230,0.0060,0.0935,0.0182,0.0048,0.0745,0.0097,0.0025,0.0396,PHOENIX,44.53269285180,6.40993831495,2.097880,2.331032,0.4415
0.647459,BPS CS 31078-0026,44.6860291918,+6.4666227935,0.000,0.000,90,*,1,02 58 44.64701,+06 27 59.8421,A,2020yCat.1350....0G,Star,*|NIR,,,,,,,0.5467,0.0253,17.629,-36.425,0.026,0.024,90,,,,14.150,13.630,13.690,12.512,12.336,12.246,,13.850,13.470,13.380,,Gaia DR3 7254749518781056,44.68610804281,6.46646090681,0.000,0.000,48,1636148068921376768,7254749518781056,141790511,0.0210,0.0204,0.5467,0.0253,21.5664,40.466,17.629,0.026,-36.425,0.024,0.3100,0.4166,0.0947,-0.0006,-0.1177,-0.0515,-0.0001,0.2906,0.0314,0.3274,156,0,155,1,6.2717,2.8784e+02,0.100,5.7590e+00,31,0,1.582,,,,,,,,18,13,0.040251,19,2.888e-02,9.888e+01,0,0,1.381,0,161,75393.63748,2.85419e+01,2.64150e+03,13.494030,0.002786,17,4.23713e+04,5.13529e+01,8.25102e+02,13.770862,0.003085,17,4.77639e+04,2.92904e+01,1.63070e+03,13.050146,0.003838,1.196,0,0,0,0,0,0.720716,0.276832,0.443884,-137.17,5.72,2,10,2,9,7.3893e+00,,,778.638,,6750.0,4.0,-1.50,111,,,,12.848067,0.014580,8,,NOT_AVAILABLE,0.000000,0.000000,0.999976,6632.6,6586.9,6689.1,3.7594,3.7384,3.7837,-1.0934,-1.1736,-0.9641,1483.7711,1424.0933,1538.4521,0.3779,0.3561,0.4053,0.3279,0.3088,0.3522,0.1783,0.1678,0.1914,PHOENIX,44.68602919186,6.46662279330,0.408772,0.392462,0.3317
0.056437,SDSS J025830.67+062727.4,44.6277823837,+6.4576223953,0.000,0.000,90,*,1,02 58 30.66777,+06 27 27.4406,A,2020yCat.1350....0G,Star,*|NIR|Opt,-20.700,2.300,-0.0000690,0.0000077,F9,,0.2376,0.1883,1.247,-3.300,0.230,0.192,90,,,,,,,16.674,15.939,15.700,20.154,18.560,17.895,17.643,17.485,Gaia DR3 7254852598047488,44.62778796076,6.45760773037,0.000,0.000,61,1636148068921376768,7254852598047488,208284789,0.1524,0.1315,0.2376,0.1883,1.2623,3.527,1.247,0.230,-3.300,0.192,0.2297,0.5423,0.2438,0.1672,0.0488,0.0283,0.1708,0.4358,0.2384,0.0900,141,0,141,0,1.0304,1.5960e+02,0.310,7.8831e-01,31,0,1.484,,,,,,,,16,12,0.331967,18,4.695e-02,8.111e+01,0,0,1.061,0,157,1270.13262,2.03006e+00,6.25664e+02,17.927744,0.003256,16,5.71665e+02,1.69961e+01,3.36351e+01,18.445688,0.032400,16,9.65509e+02,2.65522e+01,3.63627e+01,17.286005,0.030097,1.210,0,1,0,2,0,1.159683,0.517944,0.641739,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,4768.9,4737.9,4812.6,4.6230,4.3406,4.7122,-0.9867,-1.1910,-0.6882,1785.9957,1558.8209,2962.1104,0.0297,0.0073,0.0688,0.0235,0.0057,0.0546,0.0125,0.0030,0.0293,PHOENIX,44.62778238366,6.45762239529,3.647935,3.057680,0.0835
0.044844,US 3444,44.6229037027,+0.7105473933,0.000,0.000,90,blu,1,02 58 29.49689,+00 42 37.9706,A,2020yCat.1350....0G,blue,*|blu,,,,,,,0.2633,0.0782,0.083,-2.802,0.075,0.067,90,,,,17.800,,,,,,,,,,,Gaia DR3 98754183803776,44.62290407061,0.71053494203,0.000,0.000,90,1636148068921376768,98754183803776,630058873,0.0647,0.0574,0.2633,0.0782,3.3660,2.803,0.083,0.075,-2.802,0.067,0.0000,0.3832,-0.0903,0.0488,-0.2796,-0.0621,-0.2275,0.1906,0.1497,0.1637,219,0,217,2,3.6446,3.0743e+02,0.305,4.0393e+00,31,0,1.562,,,,,,,,25,16,0.108773,25,3.781e-02,1.616e+02,0,0,1.180,0,217,4169.91665,3.06407e+00,1.36091e+03,16.637049,0.002868,24,2.25234e+03,9.40541e+00,2.39473e+02,16.956959,0.005324,24,2.72138e+03,1.25511e+01,2.16823e+02,16.160923,0.006274,1.193,0,1,0,0,0,0.796036,0.319910,0.476126,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999955,5697.6,5683.0,5723.9,4.5250,4.4883,4.5649,-1.1130,-1.1781,-1.0386,1853.3683,1737.4116,1962.5854,0.0113,0.0029,0.0278,0.0095,0.0024,0.0235,0.0052,0.0013,0.0128,MARCS,44.62290370273,0.71054739335,1.200204,1.094154,0.1611
0.054346,SDSS J025829.83+004305.8,44.6242962500,+0.7182901667,,,172,G,1,02 58 29.83110,+00 43 05.8446,C,2015ApJS..219...12A,Galaxy,G|Opt,37673.484,8.994,0.1346600,0.0000300,,,,,,,,,,,,,,,,,,,20.839,19.238,18.400,18.037,17.724,Gaia DR3 98784248117376,44.62428116022,0.71828968802,0.001,0.001,53,1636148068921376768,98784248117376,987850694,0.6158,0.5984,0.5154,0.7863,0.6555,1.330,-1.144,0.685,-0.679,0.687,0.1031,0.3881,-0.0077,0.0840,-0.3031,-0.0782,-0.1928,0.2148,0.2261,0.3214,206,0,205,1,10.2040,4.9776e+02,3.770,1.1813e+01,95,0,,1.4613,0.1687,-0.166,0.077,0.005,-0.065,-0.025,24,16,1.113445,24,2.056e-01,9.468e+01,0,0,1.551,0,203,238.17907,2.38425e+00,9.98969e+01,19.745108,0.011212,23,2.69977e+02,8.69589e+00,3.10466e+01,19.260223,0.035082,21,5.50627e+02,1.47746e+01,3.72685e+01,17.895752,0.029377,3.445,0,2,0,1,0,1.364471,-0.484884,1.849356,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000022,0.999915,0.000062,,,,,,,,,,,,,,,,,,,,,,,44.62428624306,0.71829270495,10.989882,11.129319,0.3168
0.038337,Gaia DR3 7257811831105664,44.8572814369,+6.5319910634,0.000,0.000,90,*,1,02 59 25.74754,+06 31 55.1678,A,2020yCat.1350....0G,Star,*,-180.470,2.770,-0.0006018,0.0000092,,,0.0026,0.0227,-0.113,-2.393,0.025,0.020,90,,,,,,,,,,,,,,,Gaia DR3 7257811831105664,44.85728093281,6.53198042597,0.000,0.000,80,1636148068921376768,7257811831105664,975739195,0.0192,0.0168,0.0026,0.0227,0.1130,2.396,-0.113,0.025,-2.393,0.020,0.0526,0.1439,-0.0944,0.0874,-0.2710,0.0072,0.0062,0.2685,0.0258,0.0856,234,0,231,3,0.6205,2.3224e+02,0.008,2.1200e-02,31,0,1.341,,,,,,,,27,15,0.035604,28,3.203e-02,1.482e+02,0,0,1.028,0,241,28473.51831,4.86404e+01,5.85388e+02,14.551264,0.003321,27,8.05605e+03,6.08078e+01,1.32484e+02,15.573237,0.008657,27,2.98103e+04,1.26829e+02,2.35044e+02,13.561978,0.005968,1.330,0,0,0,0,0,2.011259,1.021974,0.989285,-180.47,2.77,2,15,2,12,5.9397e+00,,,892.632,,4250.0,0.5,-0.75,111,,,,13.089738,0.074714,13,,NOT_AVAILABLE,0.000000,0.000000,0.999989,4506.5,4492.4,4539.6,2.4197,2.3891,2.4723,0.2277,0.2209,0.2300,3785.3906,3584.6790,3911.2144,1.7191,1.6983,1.7681,1.2415,1.2256,1.2785,0.6525,0.6441,0.6723,PHOENIX,44.85728143694,6.53199106341,0.408066,0.318814,0.0807
0.000000,SDSS J025904.79+004239.2,44.7698906705,+0.7109165049,0.010,0.008,90,EmG,1,02 59 04.77376,+00 42 39.2994,C,2020yCat.1350....0G,EmissionG,*|EmG|Opt,53530.948,14.990,0.1978100,0.0000500,,,,,,,,,,,,,,,,,,,20.130,18.787,17.829,17.324,17.011,Gaia DR3 99132141126784,44.76989067046,0.71091650487,0.010,0.008,92,1636148068921376768,99132141126784,89718494,9.5158,7.8798,,,,,,,,,-0.0119,,,,,,,,,,105,0,104,1,36.3055,1.9875e+03,54.100,1.2268e+02,3,0,,,,,,,,,13,10,21.607922,18,6.338e-01,1.690e+02,0,18,,1,108,62.63674,1.79890e+00,3.48194e+01,21.195293,0.031303,9,2.76518e+02,1.62386e+01,1.70284e+01,19.234236,0.063821,9,6.50598e+02,2.51050e+01,2.59151e+01,17.714613,0.042066,14.801,0,9,0,9,0,1.519623,-1.961058,3.480680,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,1.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,44.76989067046,0.71091650487,9.515819,7.879835,-0.0119
0.072428,Gaia DR3 7259529818021504,44.9497380539,+6.5537777939,0.000,0.000,90,*,1,02 59 47.93713,+06 33 13.6001,A,2020yCat.1350....0G,Star,*,-37.441,3.226,-0.0001249,0.0000108,,,0.4764,0.0370,-2.671,-3.654,0.042,0.033,90,,,,,,,,,,,,,,,Gaia DR3 7259529818021504,44.94972610267,6.55376155191,0.000,0.000,86,1636148068921376768,7259529818021504,1599060207,0.0318,0.0270,0.4764,0.0370,12.8809,4.527,-2.671,0.042,-3.654,0.033,0.0247,0.1687,-0.0942,0.1060,-0.2427,0.0312,0.0164,0.2786,0.0300,0.0745,239,0,239,0,1.2243,2.7229e+02,0.063,4.8451e-01,31,0,1.522,,,,,,,,27,15,0.058979,28,1.807e-02,1.072e+02,0,0,1.056,0,247,10297.41212,3.93839e+00,2.61462e+03,15.655546,0.002786,24,5.16218e+03,1.34922e+01,3.82604e+02,16.056461,0.003980,24,7.38382e+03,1.51460e+01,4.87508e+02,15.077192,0.004387,1.218,0,1,0,2,0,0.979269,0.400915,0.578354,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999972,5422.9,5399.2,5464.6,4.2375,4.2163,4.2608,-1.3395,-1.3782,-1.2772,1513.7318,1457.4591,1563.5074,0.2489,0.2306,0.2765,0.2053,0.1901,0.2284,0.1121,0.1038,0.1248,MARCS,44.94973805388,6.55377779385,0.676763,0.523068,0.0676
0.001618,QSO B0256+0030,44.7286662314,+0.7060470711,0.000,0.000,90,QSO,27,02 58 54.87990,+00 42 21.7695,A,2020yCat.1350....0G,QSO,*|G|Opt|QSO,221311.182,593.589,1.5767900,0.0019800,,,,,-0.089,0.048,0.367,0.349,90,,,,20.720,20.380,,19.754,18.220,17.960,20.497,20.232,20.060,19.763,19.630,Gaia DR3 99265284449920,44.72866583677,0.70604728619,0.000,0.000,111,1636148068921376768,99265284449920,982283905,0.3529,0.3186,-0.2814,0.4627,-0.6081,0.101,-0.089,0.367,0.048,0.349,-0.0907,0.4556,0.0782,0.0061,-0.4288,-0.0491,0.0043,0.1505,-0.0276,0.2590,219,9,218,1,0.2711,2.3032e+02,0.818,7.7956e-01,31,0,1.558,,,,,,,,25,15,0.559422,25,5.620e-02,1.324e+02,0,0,1.012,0,212,246.59591,1.50549e+00,1.63798e+02,19.707401,0.007178,21,1.42840e+02,7.78664e+00,1.83443e+01,19.951416,0.059252,19,1.62490e+02,1.22713e+01,1.32415e+01,19.220827,0.082082,1.238,0,2,0,1,0,0.730589,0.244015,0.486574,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,1.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,44.72866623140,0.70604707108,5.851638,5.598559,0.2615
0.090881,Gaia DR3 99299644189568,44.6949924860,+0.7085693261,0.000,0.000,90,*,1,02 58 46.79820,+00 42 30.8496,A,2020yCat.1350....0G,Star,*,45.003,3.493,0.0001501,0.0000117,,,0.2011,0.0800,4.620,-3.305,0.081,0.075,90,,,,,,,,,,,,,,,Gaia DR3 99299644189568,44.69501301885,0.70855463738,0.000,0.000,90,1636148068921376768,99299644189568,1406849879,0.0661,0.0617,0.2011,0.0800,2.5119,5.680,4.620,0.081,-3.305,0.075,0.0006,0.2351,-0.0434,0.0204,-0.3331,-0.0218,-0.0856,0.1199,-0.0117,0.2136,229,0,228,1,0.3773,2.3954e+02,0.000,0.0000e+00,31,0,1.536,,,,,,,,26,16,0.120244,26,1.316e-02,1.508e+02,0,0,1.016,0,226,2515.60418,2.59580e+00,9.69106e+02,17.185760,0.002974,22,1.31868e+03,8.70290e+00,1.51521e+02,17.538197,0.007690,23,1.71058e+03,1.10866e+01,1.54292e+02,16.665037,0.007988,1.204,0,0,0,1,0,0.873159,0.352436,0.520723,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999977,5374.4,5362.6,5390.6,4.6107,4.5733,4.6444,-1.0489,-1.1554,-0.9712,1802.6399,1711.1019,1913.5975,0.0069,0.0015,0.0165,0.0057,0.0012,0.0137,0.0031,0.0006,0.0075,MARCS,44.69499248596,0.70856932614,1.305440,1.214454,0.2118
0.064623,LAMOST J025938.24+063652.8,44.9093141000,+6.6146620000,1.000,1.000,90,QSO,1, 02 59 38.2354, +06 36 52.783,D,2019ApJS..240....6Y,QSO,Opt|QSO,197278.352,,1.2020000,,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 7260934272040576,44.90932397745,6.61464696804,0.001,0.000,63,1636148068921376768,7260934272040576,447969042,0.6149,0.5313,-0.0965,0.6979,-0.1383,0.677,0.014,0.878,-0.677,0.714,0.2079,0.1710,0.1144,0.1663,0.1025,0.2125,0.1277,0.2930,-0.0377,0.3535,168,0,168,0,-1.1064,1.5561e+02,0.000,0.0000e+00,31,0,1.595,,,,,,,,19,13,1.325096,20,5.046e-02,8.488e+01,0,0,0.937,0,168,136.33267,1.01147e+00,1.34786e+02,20.350866,0.008513,15,9.70882e+01,1.89244e+01,5.13033e+00,20.370626,0.211649,16,8.93612e+01,6.59141e+00,1.35572e+01,19.870022,0.080175,1.368,0,15,0,16,0,0.500605,0.019760,0.480844,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.438281,0.000000,0.561719,,,,,,,,,,,,,,,,,,,,,,,44.90932391531,6.61464997530,13.984762,11.364133,0.3397
0.000000,SDSS J025851.40+004311.7,44.7141823230,+0.7199209374,0.006,0.005,90,Sy2,6,02 58 51.40376,+00 43 11.7154,C,2020yCat.1350....0G,Seyfert2,*|AGN|G|Opt|Sy2,25910.851,5.996,0.0905100,0.0000200,,,,,,,,,,,,,20.090,19.200,,,,,20.672,18.582,17.506,16.971,16.572,Gaia DR3 99338299602688,44.71418232295,0.71992093740,0.006,0.005,115,1636148068921376768,99338299602688,220292366,6.1882,4.9105,,,,,,,,,-0.2743,,,,,,,,,,106,0,106,0,21.0646,7.9099e+02,28.138,4.3252e+01,3,0,,,,,,,,,14,10,15.269935,14,2.434e-01,7.608e+01,0,0,,0,103,59.37599,1.15074e+00,5.15982e+01,21.253340,0.021222,10,2.19088e+02,3.18504e+01,6.87866e+00,19.486994,0.157866,10,6.16337e+02,4.45027e+01,1.38494e+01,17.773350,0.078487,14.070,0,0,0,0,0,1.713644,-1.766346,3.479990,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000833,0.019476,0.977950,,,,,,,,,,,,,,,,,,,,,,,44.71418232295,0.71992093740,6.188178,4.910541,-0.2743
0.000000,GALEX J025853.3+004322,44.7223480569,+0.7228669786,0.002,0.002,90,**,3,02 58 53.36353,+00 43 22.3211,C,2020yCat.1350....0G,**,*|**|Opt|UV|WD*,,,,,DB+M,,,,,,,,32767,,,,,,,17.340,16.781,16.500,20.288,20.186,20.029,19.291,18.682,Gaia DR3 99437083147904,44.72234805686,0.72286697859,0.002,0.002,115,1636148068921376768,99437083147904,1524697873,1.7221,1.5933,,,,,,,,,-0.0900,,,,,,,,,,208,0,194,14,42.6621,2.8194e+03,14.099,1.5362e+02,3,0,,,,,,,,,24,15,3.145976,24,2.996e-01,3.627e+01,0,0,,0,204,194.61982,4.05944e+00,4.79425e+01,19.964399,0.022814,16,1.10887e+02,7.27469e+00,1.52429e+01,20.226337,0.071284,18,2.40579e+02,6.68258e+00,3.60008e+01,18.794754,0.030395,1.806,0,0,0,0,0,1.431583,0.261938,1.169645,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000398,0.000366,0.998474,,,,,,,,,,,,,,,,,,,,,,,44.72234805686,0.72286697859,1.722115,1.593280,-0.0900
0.381636,2MASS J02585610+0043250,44.7337405010,+0.7236292787,0.000,0.000,90,LM*,2,02 58 56.09772,+00 43 25.0654,A,2020yCat.1350....0G,Low-Mass*,*|LM*|NIR|Opt,-15.873,5.706,-0.0000529,0.0000190,M0V,,1.3422,0.0997,0.945,-23.834,0.100,0.101,90,,,,,,,15.036,14.400,14.200,21.184,18.699,17.312,16.672,16.293,Gaia DR3 99368363671680,44.73374469919,0.72352335180,0.000,0.000,24,1636148068921376768,99368363671680,1122129867,0.0769,0.0807,1.3422,0.0997,13.4604,23.852,0.945,0.100,-23.834,0.101,0.0532,0.1691,-0.0910,-0.0494,-0.4403,-0.2085,-0.3287,0.2482,0.2000,0.3723,209,0,206,3,1.6260,2.4572e+02,0.297,1.9833e+00,31,0,1.366,,,,,,,,24,15,0.166862,24,2.443e-02,1.767e+02,0,0,1.080,0,202,2409.35224,2.26419e+00,1.06411e+03,17.232616,0.002938,23,7.48929e+02,1.05500e+01,7.09884e+01,18.152441,0.015547,22,2.36030e+03,1.75012e+01,1.34865e+02,16.315477,0.008894,1.290,0,2,0,0,0,1.836964,0.919825,0.917139,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999798,4143.2,4085.4,4171.5,4.6817,4.6705,4.6964,-0.0029,-0.1079,0.0746,675.6580,640.0857,698.4737,0.5354,0.4837,0.5889,0.3839,0.3464,0.4230,0.2096,0.1894,0.2303,PHOENIX,44.73374050096,0.72362927874,1.601231,1.645428,0.3765
0.106251,SDSS J025851.98+063708.6,44.7165939346,+6.6190681825,0.000,0.000,90,*,2,02 58 51.98254,+06 37 08.6455,A,2020yCat.1350....0G,Star,*|NIR|Opt,79.000,1.600,0.0002636,0.0000053,F9,,0.5428,0.0788,4.946,-4.432,0.090,0.083,90,,,,,,,15.551,15.104,15.037,19.207,17.668,16.904,16.578,16.430,Gaia DR3 7263133295298944,44.71661606304,6.61904848664,0.000,0.000,50,1636148068921376768,7263133295298944,1362216747,0.0649,0.0620,0.5428,0.0788,6.8870,6.641,4.946,0.090,-4.432,0.083,0.2810,0.2761,-0.0015,0.0692,-0.0763,0.0122,-0.0489,0.3478,0.1400,0.4212,184,0,184,0,-0.3915,1.7850e+02,0.000,0.0000e+00,31,1,1.483,,,,,,,,21,14,0.143999,23,4.408e-02,8.435e+01,0,0,0.978,0,200,3173.44544,2.84896e+00,1.11389e+03,16.933538,0.002923,20,1.43705e+03,1.42227e+01,1.01039e+02,17.444864,0.011102,20,2.44379e+03,1.25287e+01,1.95055e+02,16.277737,0.006728,1.223,0,2,0,3,0,1.167128,0.511326,0.655802,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999990,4786.1,4756.4,4940.7,4.8376,4.7754,4.8627,-1.6835,-1.7829,-1.4658,809.8972,775.3925,923.9302,0.1058,0.0675,0.2755,0.0836,0.0532,0.2192,0.0452,0.0288,0.1181,PHOENIX,44.71659393462,6.61906818254,1.443070,1.326701,0.4163
0.000000,SDSS J025907.63+004548.4,44.7817986309,+0.7634530656,0.003,0.004,90,G,1,02 59 07.63167,+00 45 48.4310,C,2020yCat.1350....0G,Galaxy,*|G|Opt,37634.475,23.983,0.1345100,0.0000800,,,,,,,,,,,,,,,,,,,20.771,18.555,17.441,16.967,16.561,Gaia DR3 99956774643712,44.78179863086,0.76345306562,0.004,0.003,35,1636148068921376768,99956774643712,415292324,3.2092,3.5475,,,,,,,,,0.2653,,,,,,,,,,127,0,127,0,19.5668,7.5169e+02,17.826,3.6778e+01,3,0,,,,,,,,,16,11,8.022021,18,1.173e-01,1.052e+02,0,0,,0,126,107.53675,1.74735e+00,6.15426e+01,20.608475,0.017856,14,3.13080e+02,1.98846e+01,1.57449e+01,19.099403,0.069014,13,8.21400e+02,4.21428e+01,1.94909e+01,17.461508,0.055833,10.550,0,1,0,1,0,1.637896,-1.509071,3.146967,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000326,0.039116,0.957150,,,,,,,,,,,,,,,,,,,,,,,44.78179863086,0.76345306562,3.209168,3.547538,0.2653
0.548081,HD  18570A,44.8435965458,+6.6520972944,0.019,0.018,90,PM*,0,02 59 22.46317,+06 39 07.5503,B,2002A&A...384..180F,HighPM*,*|**|PM*,,,,,,,,,27.300,-45.100,2.000,1.900,90,,,,8.220,7.860,,,,,,,,,,Gaia DR3 7264198450916096,44.84344363817,6.65210785128,0.000,0.000,35,1636148068921376768,7264198450916096,856440249,0.0529,0.0684,6.6567,0.0583,114.1989,51.150,24.678,0.077,-44.804,0.086,0.7252,-0.0607,-0.3406,-0.2606,-0.2513,-0.3279,-0.3720,0.5101,0.4674,0.7776,142,142,141,1,0.0747,7.7779e+02,0.273,3.8199e+01,95,0,,1.6293,0.0127,0.038,0.067,0.404,0.298,0.351,16,9,0.156209,16,5.622e-02,6.795e+01,10,0,1.002,0,142,10485420.54908,1.10402e+04,9.49753e+02,8.135902,0.002983,11,1.35712e+07,3.32669e+05,4.07947e+01,7.507000,0.026760,11,1.21056e+07,3.28311e+05,3.68724e+01,7.040429,0.029687,2.449,0,11,0,11,0,0.466571,-0.628902,1.095474,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999982,,,,,,,,,,,,,,,,,,,,,,,44.84333321605,6.65230697893,1.250290,1.407066,0.7791
0.737401,HD  18570A,44.8435965458,+6.6520972944,0.019,0.018,90,PM*,0,02 59 22.46317,+06 39 07.5503,B,2002A&A...384..180F,HighPM*,*|**|PM*,,,,,,,,,27.300,-45.100,2.000,1.900,90,,,,8.220,7.860,,,,,,,,,,Gaia DR3 7264202742437504,44.84369244282,6.65191595496,0.000,0.000,40,1636148068921376768,7264202742437504,1269739043,0.0406,0.0439,6.7768,0.0440,154.0334,48.017,23.746,0.058,-41.734,0.051,0.4707,-0.0645,0.2373,0.3720,-0.2506,0.3795,0.4220,-0.0254,-0.0655,0.4081,169,169,167,2,6.1319,8.4101e+02,0.281,3.2069e+01,31,1,1.650,,,,,,,,19,12,0.094139,23,3.512e-02,1.191e+02,40,0,1.357,0,177,14646460.03567,1.46638e+04,9.98821e+02,7.773035,0.002962,20,1.26405e+07,5.80305e+05,2.17825e+01,7.584131,0.049922,20,1.16696e+07,4.61169e+05,2.53043e+01,7.080260,0.043073,1.660,0,20,0,20,0,0.503870,-0.188904,0.692775,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000001,0.000000,0.999999,,,,,,,,,,,,,,,,,,,,,,,44.84358619124,6.65210144155,0.915554,0.796230,0.3843
