angDist,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,otype,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
0.000000,2MASX J02593256+0013543,44.8855766430,+0.2317720166,0.008,0.006,90,BiC,6,02 59 32.53839,+00 13 54.3793,C,2020yCat.1350....0G,BrightestCG,*|BiC|G|GiC|Opt,52442.668,5.996,0.1933300,0.0000200,,,,,,,,,,0.223000,0.188000,150,,,,13.808,13.151,12.541,20.252,17.253,15.920,15.421,15.072,Gaia DR3 18386755988992,44.88557664303,0.23177201663,0.008,0.006,93,1636148068921376768,18386755988992,1581037096,7.6241,6.3689,,,,,,,,,-0.0218,,,,,,,,,,120,0,120,0,119.1687,2.7896e+04,41.605,7.6159e+02,3,0,,,,,,,,,15,10,18.339689,17,1.232e-01,2.111e+01,0,0,,0,119,69.59476,1.97630e+00,3.52146e+01,21.080925,0.030955,12,4.33286e+02,1.34183e+01,3.22906e+01,18.746605,0.033739,11,1.35260e+03,2.54216e+01,5.32070e+01,16.919968,0.020753,25.661,0,0,0,0,0,1.826637,-2.334320,4.160957,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.039645,0.960355,,,,,,,,,,,,,,,,,,,,,,,44.88557664303,0.23177201663,7.624081,6.368893,-0.0218
0.000000,DES J025932.06+001339.9,44.8835789094,+0.2277656829,0.005,0.006,90,GiC,1,02 59 32.05894,+00 13 39.9565,C,2020yCat.1350....0G,GtowardsCl,*|GiC,,,,,,,,,,,,,,,,,,,,,,,23.062,20.435,19.140,18.678,18.294,Gaia DR3 18352396097792,44.88357890943,0.22776568288,0.006,0.005,33,1636148068921376768,18352396097792,902456725,5.1456,5.7651,,,,,,,,,0.2452,,,,,,,,,,93,0,92,1,12.9025,3.9049e+02,22.387,2.4244e+01,3,0,,,,,,,,,11,8,15.194806,11,3.446e-02,8.786e+01,0,0,,0,92,62.01596,1.10653e+00,5.60457e+01,21.206108,0.019567,7,6.06606e+01,9.59120e+00,6.32460e+00,20.881277,0.171691,7,2.29737e+02,1.08559e+01,2.11625e+01,18.844816,0.051444,4.683,0,0,0,0,0,2.036461,-0.324831,2.361292,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000084,0.000113,0.999066,,,,,,,,,,,,,,,,,,,,,,,44.88357890943,0.22776568288,5.145650,5.765068,0.2452
0.000000,DES J025935.99+001320.1,44.8999504112,+0.2222671548,0.013,0.014,90,GiC,1,02 59 35.98810,+00 13 20.1618,C,2020yCat.1350....0G,GtowardsCl,*|GiC,,,,,,,,,,,,,,,,,,,,,,,21.415,19.774,18.486,17.998,17.634,Gaia DR3 18318036523008,44.89995041124,0.22226715476,0.016,0.010,41,1636148068921376768,18318036523008,1291670900,13.0815,13.8134,,,,,,,,,0.4046,,,,,,,,,,42,0,42,0,29.6553,1.3203e+03,38.481,1.3705e+02,3,0,,,,,,,,,6,6,148.546936,6,3.390e-01,1.459e+02,1,0,,0,41,48.13059,3.28114e+00,1.46689e+01,21.481314,0.074068,2,1.46267e+02,1.50601e+00,9.71227e+01,19.925674,0.011522,4,3.27842e+02,1.67683e+01,1.95513e+01,18.458735,0.055661,9.850,0,0,0,0,0,1.466940,-1.555639,3.022579,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000225,0.000450,0.998707,,,,,,,,,,,,,,,,,,,,,,,44.89995041124,0.22226715476,13.081528,13.813427,0.4046
0.000000,DES J025926.88+001331.6,44.8619959539,+0.2254575935,0.004,0.004,90,GiC,1,02 59 26.87903,+00 13 31.6473,C,2020yCat.1350....0G,GtowardsCl,*|GiC,,,,,,,,,,,,,,,,,,,,,,,21.810,20.394,19.220,18.746,18.397,Gaia DR3 18451179675264,44.86199595388,0.22545759351,0.004,0.003,40,1636148068921376768,18451179675264,1168072113,3.5353,3.7675,,,,,,,,,0.3403,,,,,,,,,,86,0,82,4,39.0233,2.2795e+03,17.589,8.0901e+01,3,0,,,,,,,,,10,8,11.420960,11,6.315e-02,1.624e+02,0,0,,0,84,62.14134,1.13145e+00,5.49221e+01,21.203915,0.019960,5,8.00420e+01,9.51387e+00,8.41319e+00,20.580246,0.129082,6,2.06686e+02,1.63951e+01,1.26065e+01,18.959620,0.086208,4.614,0,0,0,0,0,1.620626,-0.623669,2.244295,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000094,0.000207,0.999205,,,,,,,,,,,,,,,,,,,,,,,44.86199595388,0.22545759351,3.535253,3.767525,0.3403
0.000000,2MASX J02565332+0552203,44.2222324731,+5.8723593776,0.001,0.001,90,GiC,13,02 56 53.33579,+05 52 20.4938,C,2020yCat.1350....0G,GtowardsCl,*|G|GiC,7355.552,26.981,0.0248440,0.0000900,,SO,,,,,,,32767,0.571320,0.471453,25,16.000,,,12.416,11.552,11.321,,15.787,14.700,,13.833,Gaia DR3 7069520464902144,44.22223247311,5.87235937761,0.001,0.001,43,1636148068921376768,7069520464902144,366865447,1.0416,1.0648,,,,,,,,,0.3673,,,,,,,,,,167,0,165,2,20.6333,8.8359e+02,7.322,4.5554e+01,3,0,,,,,,,,,19,13,2.119530,23,3.812e-01,1.537e+02,0,0,,0,188,348.59558,3.78435e+00,9.21151e+01,19.331562,0.012104,20,1.84349e+03,3.42232e+01,5.38667e+01,17.174437,0.020348,19,5.43441e+03,3.94146e+01,1.37878e+02,15.410015,0.008735,20.878,0,2,0,2,0,1.764421,-2.157125,3.921547,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.020124,0.979876,,,,,,,,,,,,,,,,,,,,,,,44.22223247311,5.87235937761,1.041604,1.064775,0.3673
0.000000,DES J025930.10+001406.9,44.8754207536,+0.2352599791,0.005,0.004,90,GiC,1,02 59 30.10098,+00 14 06.9359,C,2020yCat.1350....0G,GtowardsCl,*|GiC,,,,,,,,,,,,,,,,,,,,,,,22.011,19.817,18.608,18.120,17.787,Gaia DR3 18558554531072,44.87542075361,0.23525997912,0.005,0.004,74,1636148068921376768,18558554531072,1238287189,4.6428,4.1536,,,,,,,,,0.0704,,,,,,,,,,87,0,87,0,21.5967,7.8304e+02,21.938,5.0398e+01,3,0,,,,,,,,,10,9,11.987851,11,8.827e-02,9.073e+01,1,0,,0,86,54.51233,1.26461e+00,4.31061e+01,21.346130,0.025338,7,1.18945e+02,1.46414e+01,8.12388e+00,20.150177,0.133677,8,3.32867e+02,2.27230e+01,1.46490e+01,18.442217,0.074213,8.288,0,0,0,0,0,1.707960,-1.195953,2.903913,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000048,0.001574,0.995677,,,,,,,,,,,,,,,,,,,,,,,44.87542075361,0.23525997912,4.642793,4.153594,0.0704
0.052268,SDSS J025723.47+055400.8,44.3478008337,+5.9002481773,0.000,0.000,90,*,1,02 57 23.47220,+05 54 00.8934,A,2020yCat.1350....0G,Star,*|Opt,17.200,3.800,0.0000574,0.0000127,F9,,0.1746,0.2610,1.978,-2.600,0.328,0.258,90,,,,,,,,,,21.153,19.578,18.848,18.499,18.331,Gaia DR3 7070615681041152,44.34780967095,5.90023662190,0.000,0.000,61,1636148068921376768,7070615681041152,384743685,0.2152,0.1891,0.1746,0.2610,0.6690,3.267,1.978,0.328,-2.600,0.258,0.2068,0.2292,0.1869,0.1026,-0.0801,0.0048,-0.0221,0.4245,0.2295,0.3900,168,0,167,1,-0.7676,1.5421e+02,0.000,0.0000e+00,31,0,1.440,,,,,,,,20,13,0.499509,22,1.292e-02,1.292e+02,1,0,0.956,0,180,546.32228,1.51850e+00,3.59778e+02,18.843744,0.004086,19,2.37728e+02,1.10041e+01,2.16035e+01,19.398342,0.050335,20,4.46290e+02,1.83350e+01,2.43408e+01,18.123852,0.044765,1.252,0,2,0,2,0,1.274490,0.554598,0.719893,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999990,4539.1,4513.7,4558.4,4.8409,4.7755,4.9682,-2.2460,-2.5150,-2.0247,1517.1770,1321.2813,1659.8914,0.0031,0.0006,0.0098,0.0024,0.0004,0.0077,0.0013,0.0002,0.0042,MARCS,44.34780083368,5.90024817727,5.209732,4.139895,0.3878
0.000000,NRRF J025923.6+001433,44.8486915898,+0.2424281679,0.007,0.007,90,GiC,2,02 59 23.68598,+00 14 32.7414,C,2020yCat.1350....0G,GtowardsCl,*|G|GiC,,,,,,,,,,,,,,,,,,,,,,,22.007,19.847,18.583,18.074,17.744,Gaia DR3 18622978371584,44.84869158979,0.24242816787,0.008,0.007,84,1636148068921376768,18622978371584,1390246551,7.4984,6.9920,,,,,,,,,0.0150,,,,,,,,,,105,0,103,2,98.8205,1.8182e+04,37.482,3.3337e+02,3,0,,,,,,,,,13,10,21.133724,13,2.265e-01,2.486e+01,1,0,,0,103,54.35651,1.95399e+00,2.78182e+01,21.349237,0.039127,10,1.21739e+02,1.36551e+01,8.91528e+00,20.124968,0.121816,10,4.47907e+02,6.54477e+01,6.84373e+00,18.119926,0.158692,10.480,0,0,0,2,0,2.005041,-1.224270,3.229311,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000027,0.001349,0.997343,,,,,,,,,,,,,,,,,,,,,,,44.84869158979,0.24242816787,7.498450,6.991955,0.0150
0.158187,LAMOST J025702.21+055338.0,44.2592163565,+5.8939040284,0.000,0.000,90,EB*,2,02 57 02.21193,+05 53 38.0545,A,2020yCat.1350....0G,EclBin,*|EB*|Opt,46.460,6.160,0.0001550,0.0000205,,,0.6743,0.0153,-1.812,-9.719,0.017,0.015,90,,,,,,,,,,,,,,,Gaia DR3 7071066653127040,44.25920826061,5.89386083189,0.000,0.000,71,1636148068921376768,7071066653127040,1155240555,0.0139,0.0119,0.6743,0.0153,44.0644,9.887,-1.812,0.017,-9.719,0.015,0.1205,0.3304,-0.0541,0.0633,-0.1444,0.0855,-0.0148,0.0532,-0.0582,0.1776,179,0,178,1,0.8626,1.9215e+02,0.000,3.0559e-15,31,0,1.557,,,,,,,,21,15,0.024632,24,5.498e-02,9.523e+01,0,0,1.045,0,204,89359.01031,1.80158e+02,4.96003e+02,13.309521,0.003519,23,4.80201e+04,3.06350e+02,1.56749e+02,13.634985,0.007467,23,5.95430e+04,3.36959e+02,1.76707e+02,12.810819,0.007214,1.204,0,0,0,0,0,0.824166,0.325464,0.498702,90.46,10.02,2,13,3,11,1.0151e+01,,,863.515,,6750.0,4.0,-0.25,222,,,,12.633792,0.047976,10,,VARIABLE,0.000000,0.000000,0.999979,6630.7,6588.2,6668.4,3.8111,3.8048,3.8227,-0.3109,-0.3331,-0.3080,1321.0536,1308.6965,1329.9896,0.6248,0.6003,0.6447,0.5376,0.5162,0.5552,0.2911,0.2795,0.3006,MARCS,44.25921635650,5.89390402848,0.277127,0.234489,0.1694
0.000000,LEDA   74251,44.2721620745,+5.9187327980,0.007,0.008,90,GiC,7,02 57 05.31890,+05 55 07.4381,C,2020yCat.1350....0G,GtowardsCl,*|AG?|G|GiC|Opt,5735.168,50.065,0.0193170,0.0001670,,E,,,,,,,,0.160000,0.160000,90,16.000,,,14.501,13.881,13.354,18.749,17.127,16.404,16.007,15.730,Gaia DR3 7071204092284928,44.27216207446,5.91873279798,0.010,0.005,38,1636148068921376768,7071204092284928,1345036296,7.2387,8.3345,,,,,,,,,0.5389,,,,,,,,,,122,0,122,0,25.1434,1.0741e+03,31.156,5.7237e+01,3,0,,,,,,,,,15,10,18.762589,16,3.537e-01,1.361e+02,0,6,,0,121,97.28497,2.52304e+00,3.85587e+01,20.717253,0.028293,12,5.97389e+02,5.60727e+01,1.06538e+01,18.397900,0.101949,12,1.19314e+03,1.00330e+02,1.18922e+01,17.056166,0.091376,18.405,0,0,0,1,0,1.341734,-2.319353,3.661087,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,1.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,44.27216207446,5.91873279798,7.238727,8.334458,0.5389
0.178276,HD  18529,44.7030573441,+5.7395255802,0.000,0.000,90,*,7,02 58 48.73376,+05 44 22.2921,A,2020yCat.1350....0G,Star,*|NIR,,,,,F0,,4.3938,0.0207,-5.428,-9.731,0.022,0.019,90,,,,9.990,9.700,,8.966,8.866,8.790,,,,,,Gaia DR3 7072647201145856,44.70303310022,5.73948233142,0.000,0.000,73,1636148068921376768,7072647201145856,696332350,0.0168,0.0154,4.3938,0.0207,212.1583,11.142,-5.428,0.022,-9.731,0.019,0.0565,0.2281,0.1482,0.0404,-0.3846,-0.0713,0.0241,0.2364,0.0575,0.2869,187,187,185,2,1.1599,5.0559e+02,0.104,1.1670e+01,31,1,1.638,,,,,,,,21,15,0.032882,22,1.664e-02,1.454e+02,0,0,1.060,0,195,2782456.10499,2.05198e+03,1.35598e+03,9.576296,0.002869,22,1.72844e+06,4.85364e+03,3.56112e+02,9.744408,0.004133,22,1.54910e+06,3.98621e+03,3.88616e+02,9.272694,0.004700,1.178,0,1,0,0,0,0.471714,0.168112,0.303602,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.000000,0.000000,0.000001,6955.7,6941.6,6969.9,4.0740,4.0701,4.0779,-0.6504,-0.6626,-0.6394,226.7263,225.7485,227.7674,0.0364,0.0301,0.0427,0.0324,0.0268,0.0380,0.0175,0.0144,0.0205,A,44.70305734406,5.73952558022,0.349258,0.303269,0.2904
0.137221,BD+05   428,44.7180331152,+5.7572460276,0.000,0.000,90,*,2,02 58 52.32795,+05 45 26.0857,A,2020yCat.1350....0G,Star,*|NIR,-14.240,0.760,-0.0000475,0.0000025,F2,,3.0892,0.0190,-7.248,-4.585,0.021,0.020,90,,,,10.900,10.460,,9.539,9.373,9.285,,,,,,Gaia DR3 7072784640099072,44.71800073916,5.75722565019,0.000,0.000,37,1636148068921376768,7072784640099072,113581113,0.0146,0.0157,3.0892,0.0190,162.8557,8.576,-7.248,0.021,-4.585,0.020,0.2578,-0.0517,-0.0385,-0.0546,-0.4689,-0.1293,-0.2089,0.1789,0.2616,0.4144,196,196,194,2,1.0820,5.7137e+02,0.097,1.3009e+01,31,1,1.603,,,,,,,,22,15,0.033976,24,7.258e-03,1.613e+02,0,0,1.054,0,196,1395511.57689,6.04482e+02,2.30861e+03,10.325533,0.002795,20,8.13788e+05,3.03807e+02,2.67864e+03,10.562263,0.002819,20,8.37163e+05,3.94559e+02,2.12177e+03,9.940870,0.003814,1.183,0,0,0,0,0,0.621393,0.236731,0.384663,-15.31,0.46,1,10,3,10,6.0584e+01,-9.3861e-01,0.853726,913.307,3.43,6750.0,4.0,0.00,222,9.5231,5.0532,6,9.771026,0.009756,7,,NOT_AVAILABLE,0.000000,0.000000,0.999488,6779.6,6765.3,6794.0,4.0061,4.0013,4.0115,-0.6088,-0.6281,-0.5875,322.8427,320.3940,325.3604,0.2650,0.2566,0.2729,0.2328,0.2255,0.2398,0.1258,0.1219,0.1296,A,44.71803311521,5.75724602762,0.330467,0.326624,0.4178
0.313051,2MASS J02585273+0545390,44.7197103804,+5.7608578167,0.000,0.000,90,*,1,02 58 52.73049,+05 45 39.0881,A,2020yCat.1350....0G,Star,*|NIR|Opt,-145.410,,-0.0004849,,M1e,,2.2198,0.2217,-13.819,-13.851,0.262,0.276,90,,,,,,,15.833,15.328,15.004,,20.701,18.912,17.788,17.279,Gaia DR3 7072849064219904,44.71964865090,5.76079625675,0.000,0.000,43,1636148068921376768,7072849064219904,827876754,0.1759,0.1783,2.2198,0.2217,10.0137,19.566,-13.819,0.262,-13.851,0.276,0.2372,-0.0775,0.0627,0.0058,-0.2847,-0.0329,-0.0327,0.2466,0.4058,0.4359,159,0,158,1,1.5604,1.9324e+02,0.507,1.1570e+00,95,0,,1.3425,0.0572,-0.038,-0.206,0.146,0.063,0.103,18,13,0.450348,20,8.999e-03,1.221e+02,0,0,1.089,0,137,793.17865,2.12352e+00,3.73521e+02,18.438940,0.004005,11,3.07019e+02,4.78443e+01,6.41704e+00,19.120630,0.169219,11,1.00189e+03,3.30907e+01,3.02772e+01,17.245842,0.036059,1.650,0,0,0,0,0,1.874788,0.681690,1.193098,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000375,0.999613,,,,,,,,,,,,,,,,,,,,,,,44.71971038143,5.76085781755,4.183609,4.417485,0.4372
0.126211,SDSS J025833.53+054719.3,44.6397297518,+5.7886880699,0.000,0.000,90,*,1,02 58 33.53514,+05 47 19.2771,A,2020yCat.1350....0G,Star,*|NIR|Opt,-28.900,1.400,-0.0000964,0.0000047,F9,,0.8581,0.0391,-6.471,-4.511,0.045,0.037,90,,,,,,,14.438,14.022,13.871,18.341,16.665,15.917,15.612,15.455,Gaia DR3 7074021590659200,44.63970084266,5.78866802323,0.000,0.000,86,1636148068921376768,7074021590659200,540237254,0.0360,0.0304,0.8581,0.0391,21.9343,7.888,-6.471,0.045,-4.511,0.037,0.0227,0.0495,0.0457,0.0120,-0.1978,-0.0091,0.0406,0.0812,0.1066,0.0551,226,0,225,1,-0.8100,2.1153e+02,0.000,1.3550e-15,31,1,1.477,,,,,,,,26,16,0.063115,27,2.545e-02,1.456e+02,0,0,0.960,0,228,7915.80444,3.89670e+00,2.03141e+03,15.941130,0.002807,24,3.55755e+03,2.21459e+01,1.60641e+02,16.460665,0.007312,25,6.15239e+03,2.04911e+01,3.00247e+02,15.275286,0.005231,1.227,0,2,0,2,0,1.185379,0.519535,0.665844,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999972,4736.8,4699.4,4846.7,4.3349,4.3043,4.3578,-1.3128,-1.3703,-1.1105,1042.7458,1005.5264,1076.5251,0.1193,0.0787,0.2266,0.0942,0.0620,0.1796,0.0507,0.0334,0.0967,PHOENIX,44.63972975178,5.78868806993,0.726801,0.588963,0.0551
0.220169,2MASS J02591159+0012514,44.7982557170,+0.2143160604,0.000,0.000,90,*,1,02 59 11.58137,+00 12 51.5378,A,2020yCat.1350....0G,Star,*|NIR,,,,,,,0.8696,0.0691,8.671,-10.685,0.076,0.066,90,,,,,,,15.353,14.789,14.888,,,,,,Gaia DR3 18833432403968,44.79829425310,0.21426857027,0.000,0.000,55,1636148068921376768,18833432403968,433553421,0.0602,0.0567,0.8696,0.0691,12.5808,13.761,8.671,0.076,-10.685,0.066,0.1766,0.1682,-0.0679,0.1046,-0.1336,0.1352,-0.0273,-0.0342,-0.0719,0.1565,190,0,188,2,-1.4674,1.6266e+02,0.000,0.0000e+00,31,0,1.476,,,,,,,,22,15,0.108892,22,1.151e-02,1.252e+02,0,0,0.923,0,185,3425.03174,2.76815e+00,1.23730e+03,16.850706,0.002892,19,1.54823e+03,1.20939e+01,1.28018e+02,17.363951,0.008928,19,2.69507e+03,1.65429e+01,1.62914e+02,16.171471,0.007662,1.239,0,2,0,1,0,1.192480,0.513245,0.679235,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999957,4620.1,4612.8,4630.1,4.6046,4.5706,4.6354,-1.4997,-1.5642,-1.4352,972.1176,932.1923,1019.5042,0.0077,0.0020,0.0179,0.0061,0.0016,0.0141,0.0033,0.0008,0.0076,MARCS,44.79825571700,0.21431606040,1.228294,1.054604,0.1434
0.031913,Gaia DR3 7074360892461952,44.7286328346,+5.7815868589,0.000,0.000,90,*,1,02 58 54.87188,+05 46 53.7127,A,2020yCat.1350....0G,Star,*,,,,,,,0.7703,0.4172,0.577,-1.909,0.495,0.532,90,,,,,,,,,,,,,,,Gaia DR3 7074360892461952,44.72863541330,5.78157837365,0.000,0.000,41,1636148068921376768,7074360892461952,1582241235,0.3391,0.3561,0.7703,0.4172,1.8463,1.995,0.577,0.495,-1.909,0.532,0.3422,-0.0895,0.1195,-0.0534,-0.2936,-0.1067,-0.0924,0.2117,0.3571,0.5383,189,0,188,1,0.8398,2.0934e+02,0.689,5.3784e-01,31,0,1.515,,,,,,,,22,14,0.889028,23,4.149e-02,7.197e+01,2,0,1.042,0,193,261.63183,1.17815e+00,2.22071e+02,19.643141,0.005612,20,1.43954e+02,1.18616e+01,1.21361e+01,19.942982,0.089507,19,2.05129e+02,1.03323e+01,1.98532e+01,18.967825,0.054819,1.334,0,2,0,1,0,0.975157,0.299841,0.675316,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.001236,0.000001,0.998754,,,,,,,,,,,,,,,,,,,,,,,44.72863283459,5.78158685893,7.885939,8.553275,0.5454
0.003690,SDSS J025857.55+055243.9,44.7398165972,+5.8788749392,0.000,0.000,90,BLL,25,02 58 57.55598,+05 52 43.9498,A,2020yCat.1350....0G,BLLac,*|BL?|Bla|BLL|Bz?|gam|MIR|Opt|UV|X,,,,,,,,,-0.129,-0.191,0.190,0.168,90,,,,,,,,,,19.408,18.913,18.531,18.250,18.127,Gaia DR3 7076319397600256,44.73981602247,5.87887408850,0.000,0.000,74,1636148068921376768,7076319397600256,992499144,0.1607,0.1386,-0.1186,0.1757,-0.6754,0.231,-0.129,0.190,-0.191,0.168,0.0963,0.1087,0.0329,-0.0583,-0.0793,-0.0930,-0.1270,-0.0541,0.1746,0.2187,172,0,172,0,2.2282,2.1924e+02,0.542,1.7056e+00,31,0,1.540,,,,,,,,20,13,0.277804,21,2.431e-01,1.684e+02,0,0,1.122,0,179,883.41303,1.00075e+01,8.82754e+01,18.321957,0.012604,17,4.59359e+02,1.73903e+01,2.64146e+01,18.683161,0.041198,17,6.36674e+02,3.00415e+01,2.11931e+01,17.738102,0.051370,1.241,0,0,0,1,0,0.945059,0.361204,0.583855,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.995794,0.000001,0.004205,5365.1,5350.3,5389.2,4.7291,4.7154,4.7469,-3.7219,-4.0292,-3.5175,2434.2861,2410.7878,2462.6987,0.0091,0.0020,0.0232,0.0075,0.0016,0.0192,0.0042,0.0009,0.0106,MARCS,44.73981659721,5.87887493918,3.036792,2.714350,0.2251
0.060298,CRTS J025831.1+054857,44.6299461312,+5.8157724494,0.000,0.000,90,EB*,3,02 58 31.18707,+05 48 56.7808,A,2020yCat.1350....0G,EclBin,*|EB*,,,,,,,0.2717,0.2041,0.210,-3.763,0.238,0.207,90,,,,,18.450,,,,,,19.919,18.729,,,Gaia DR3 7077144031287808,44.62994707000,5.81575572601,0.000,0.000,64,1636148068921376768,7077144031287808,901009687,0.1843,0.1643,0.2717,0.2041,1.3314,3.769,0.210,0.238,-3.763,0.207,0.1521,0.0872,0.2151,0.1247,-0.2441,0.1500,0.2452,-0.0954,-0.0444,0.3026,218,0,218,0,0.1205,2.2416e+02,0.000,0.0000e+00,31,0,1.373,,,,,,,,25,16,0.361745,26,4.698e-02,1.474e+02,0,0,1.004,0,227,576.72393,7.51983e+00,7.66937e+01,18.784946,0.014422,23,1.86921e+02,1.48202e+01,1.26126e+01,19.659397,0.086129,23,5.70304e+02,2.24800e+01,2.53694e+01,17.857628,0.042964,1.313,0,0,0,0,0,1.801769,0.874451,0.927319,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.000000,0.000000,0.999998,3786.6,3769.2,3804.2,4.9038,4.8516,4.9406,-0.8132,-0.9207,-0.7020,828.5037,762.6996,912.9803,0.0154,0.0039,0.0403,0.0110,0.0028,0.0288,0.0059,0.0015,0.0156,PHOENIX,44.62994613122,5.81577244937,3.778472,3.273909,0.2955
0.026067,Gaia DR3 7077801161879296,44.5427520926,+5.8391080985,0.000,0.000,90,*,1,02 58 10.26050,+05 50 20.7892,A,2020yCat.1350....0G,Star,*,,,,,,,,,0.090,-1.627,0.053,0.044,90,,,,,,,,,,,,,,,Gaia DR3 7077801161879296,44.54275249480,5.83910086870,0.000,0.000,74,1636148068921376768,7077801161879296,502676223,0.0420,0.0372,-0.0280,0.0467,-0.6003,1.629,0.090,0.053,-1.627,0.044,0.0759,0.0658,0.0205,0.0254,-0.1553,0.0046,-0.0057,0.0978,0.0975,0.1015,221,0,220,1,1.5219,2.5680e+02,0.150,1.6498e+00,31,0,1.375,,,,,,,,25,15,0.074810,26,2.847e-02,8.468e+01,0,0,1.073,0,230,6731.93394,4.36805e+00,1.54117e+03,16.117018,0.002844,24,2.21970e+03,1.27918e+01,1.73525e+02,16.972807,0.006851,24,6.55865e+03,2.26917e+01,2.89032e+02,15.205860,0.005329,1.304,0,11,0,11,0,1.766947,0.855789,0.911158,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999992,4727.4,4705.8,4742.9,3.3689,3.3024,3.4092,0.2767,0.2464,0.3061,2571.6538,2464.7141,2760.8020,1.3629,1.3350,1.3818,1.0127,0.9910,1.0274,0.5318,0.5201,0.5394,PHOENIX,44.54275209256,5.83910809853,0.856023,0.708040,0.1000
0.000000,IC 1869,44.5486157004,+5.8366523342,0.003,0.002,90,GiG,18,02 58 11.66777,+05 50 11.9484,C,2020yCat.1350....0G,GtowardsGroup,*|G|GiC|GiG,7290.165,26.000,0.0246204,0.0000867,,SO,,,,,,,32767,0.735467,0.320516,127,15.600,,,11.998,11.180,10.897,,15.248,14.229,,13.429,Gaia DR3 7077732442574464,44.54861570039,5.83665233423,0.003,0.001,117,1636148068921376768,7077732442574464,568238391,2.6465,1.7787,,,,,,,,,-0.5510,,,,,,,,,,161,0,161,0,38.0368,2.2500e+03,12.331,1.1322e+02,3,0,,,,,,,,,18,11,6.437228,18,6.433e-01,4.948e+01,0,0,,0,160,420.46683,1.61959e+01,2.59613e+01,19.128038,0.041912,16,2.81180e+03,7.08033e+01,3.97129e+01,16.716080,0.027482,16,7.16529e+03,2.70178e+01,2.65207e+02,15.109811,0.005572,23.729,0,16,0,16,0,1.606269,-2.411959,4.018228,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,1.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,44.54861570039,5.83665233423,2.646462,1.778713,-0.5510
